"x"
"15.5"	0.00649350649350649
"16.2"	0.012987012987013
"16.5"	0.0194805194805195
"16.9"	0.025974025974026
"17"	0.038961038961039
"17.5"	0.0454545454545455
"17.6"	0.0584415584415584
"17.7"	0.0649350649350649
"18.1"	0.0779220779220779
"18.2"	0.0844155844155844
"18.5"	0.0909090909090909
"18.6"	0.0974025974025974
"19.1"	0.103896103896104
"19.2"	0.123376623376623
"19.4"	0.136363636363636
"19.8"	0.142857142857143
"19.9"	0.149350649350649
"20.2"	0.175324675324675
"20.3"	0.181818181818182
"20.5"	0.194805194805195
"20.6"	0.207792207792208
"20.8"	0.214285714285714
"21.1"	0.220779220779221
"21.5"	0.227272727272727
"21.6"	0.233766233766234
"22"	0.24025974025974
"22.3"	0.246753246753247
"22.4"	0.253246753246753
"23"	0.266233766233766
"23.2"	0.272727272727273
"23.5"	0.279220779220779
"23.6"	0.285714285714286
"23.7"	0.292207792207792
"23.8"	0.298701298701299
"23.9"	0.311688311688312
"24"	0.318181818181818
"24.2"	0.324675324675325
"24.3"	0.331168831168831
"25"	0.337662337662338
"25.1"	0.344155844155844
"25.4"	0.357142857142857
"25.8"	0.363636363636364
"26"	0.37012987012987
"26.4"	0.376623376623377
"26.6"	0.38961038961039
"26.8"	0.396103896103896
"27"	0.422077922077922
"27.2"	0.441558441558442
"27.4"	0.448051948051948
"27.5"	0.454545454545455
"27.9"	0.461038961038961
"28"	0.480519480519481
"28.1"	0.487012987012987
"28.4"	0.493506493506494
"28.8"	0.5
"29"	0.506493506493507
"29.5"	0.512987012987013
"29.8"	0.525974025974026
"29.9"	0.532467532467533
"30"	0.545454545454546
"30.4"	0.551948051948052
"30.7"	0.558441558441559
"30.9"	0.564935064935065
"31"	0.584415584415584
"31.3"	0.590909090909091
"31.5"	0.597402597402597
"31.6"	0.603896103896104
"31.8"	0.61038961038961
"31.9"	0.616883116883117
"32"	0.636363636363636
"32.1"	0.642857142857143
"32.2"	0.649350649350649
"32.3"	0.655844155844156
"32.4"	0.668831168831169
"32.7"	0.675324675324675
"32.8"	0.681818181818182
"32.9"	0.688311688311688
"33"	0.694805194805195
"33.5"	0.701298701298701
"33.7"	0.707792207792208
"33.8"	0.714285714285714
"34"	0.727272727272727
"34.1"	0.74025974025974
"34.2"	0.746753246753247
"34.3"	0.753246753246753
"34.4"	0.75974025974026
"34.5"	0.772727272727273
"34.7"	0.779220779220779
"35"	0.785714285714286
"35.1"	0.792207792207792
"35.7"	0.798701298701299
"36"	0.831168831168831
"36.1"	0.844155844155844
"36.4"	0.850649350649351
"37"	0.87012987012987
"37.2"	0.876623376623377
"37.3"	0.883116883116883
"37.7"	0.88961038961039
"38"	0.915584415584416
"38.1"	0.922077922077922
"39"	0.928571428571429
"39.1"	0.935064935064935
"39.4"	0.941558441558442
"40.8"	0.948051948051948
"40.9"	0.954545454545455
"41.5"	0.961038961038961
"43.1"	0.967532467532468
"43.4"	0.974025974025974
"44"	0.980519480519481
"44.3"	0.987012987012987
"44.6"	0.993506493506494
"46.6"	1
